year,region_id,road_category_id,total_link_length_km,total_link_length_miles,pedal_cycles,two_wheeled_motor_vehicles,cars_and_taxis,buses_and_coaches,lgvs,all_hgvs,all_motor_vehicles
2009,9,5,3074.4,1910.34,29559796.82,42072718.92,2596063933,27487874.61,489099891.7,64819073.25,3219543492
1998,4,1,140.135,87.08,0,6038219.299,1275783710,10448423.71,170212044.8,223485146.1,1685967544
2016,8,2,3.5,2.17,0,230009.0646,35849058.69,228307.4029,6381519.529,1113794.514,43802689.2
2010,8,2,3.5,2.17,0,255354.6662,34998875.63,704782.5077,6086168.339,971409.158,43016590.3
2017,3,3,2793.9,1736.05,4205961.808,48852144.06,4817442685,60979510.89,1029458544,542141317.9,6498874202
2015,9,5,3077.74,1912.42,32302646.56,53437979.08,3200179350,19699222.29,583081412.3,60601747.07,3916999711
1997,8,4,2568.034,1595.7,36935040.61,54680192.05,5676149317,92359699.36,713827637.8,338764223.8,6875781070
2006,6,1,60.1,37.34,0,11514864.75,1032384174,10523270.35,164486235.4,138280074.4,1357188618
2013,1,5,3283.775791,2040.44,29869985.78,55819444.01,2331139648,22418023.51,440525504.7,57274753.59,2907177374
1994,7,6,31404.6,19513.91,295010265.1,101933458.6,7376516146,111969224.7,907882963.5,151546841.4,8649848634
2001,1,4,3927.1,2440.19,32270159.77,112738958.2,7231957160,86602428.69,949017643.2,385893637.4,8766209827
2017,4,1,141.8,88.11,0,7764009.59,1772382657,6823968.096,353951232.1,193213569.7,2334135437
2005,10,2,4.3,2.67,0,307110.537,61570752.43,599637.8027,10287103.01,4784038.714,77548642.49
1999,2,6,25014,15542.98,159097744.2,78350557.74,5076462211,93256631.27,707665359.3,160326195,6116060954
2013,6,4,1713.16,1064.51,168361733.1,232484623.6,7945647877,254898122.6,1323965735,427361023.6,10184357381
1993,10,3,839.786,521.82,4321027.077,21122666.75,2572138176,21383082.8,327769395.5,315447891.2,3257861212
2014,2,4,3274.01,2034.38,25647589.61,69100912.26,6572485599,63575371.64,1197672805,457765771,8360600459
2011,9,1,644,400.16,0,75284447.89,10681326090,63379690.42,1694783908,1154031562,13668805698
1995,1,4,3902.336,2424.8,38648350.51,106660761.2,6869844159,82843745.65,816000005,389906558.2,8265255229
2000,7,6,31797.9,19758.3,316266984.2,122005566.9,7824563374,132121832.1,1138366440,167372291.4,9384429504
2001,8,4,2623.63,1630.25,36216358.96,70536219.73,5874471931,96171366.1,752630745.2,308099392.7,7101909655
2018,9,1,647.3,402.21,0,67152541.98,10965262825,51948999.05,2182985740,1320854671,14588204777
2014,1,6,41532.51,25807.11,282899016,157451551.7,7896724429,104850703.3,1483358847,131134832.6,9773520364
1999,3,6,41127.7,25555.57,103388088.6,42432817.35,4920961584,136970094.6,717110822.8,143638650.3,5961113969
2011,5,2,21.3,13.24,0,861161.4422,190944167.6,1078096.106,28522814.58,12503987.03,233910226.8
2016,6,4,1719.5,1068.45,217651905.1,257102682.3,7815253647,254564548,1505026726,415323898.2,10247271502
2010,3,3,2806,1743.57,4166143.472,43012893.45,4609525017,58420947.29,795542527.9,528220666,6034722051
1997,10,6,25676.5,15954.64,149265787.8,65981542.79,6696899482,144399208.6,848538907.8,133379190.5,7889198332
1994,6,3,335.84,208.68,11947038.05,74616119.98,3225044708,32385683.23,419117895.2,191756477.2,3942920884
2005,4,3,1546.6,961.01,1577011.814,27764947.15,3144883495,27056014.19,478456711.4,276316474.3,3954477642
2016,11,5,1341.58,833.62,4558145.743,8193573.309,769037926.1,10689495.97,138303825.2,13428352.74,939653173.4
2012,1,1,326.8,203.06,0,21879738.62,4145448164,21066913.78,630853185.1,516468145.9,5335716148
2013,2,3,589.02,366,1838349.866,19644032,3428641408,14555836.5,598915380.6,548529800.1,4610286457
1998,8,5,1922.7,1194.71,13966560.29,18829411.24,1368016409,25136328.84,225204803.9,54986379.54,1692173333
2014,6,5,517.33,321.45,19214530.59,36876661.36,915255332.1,17568533.55,162716591.4,14492108.9,1146909227
2002,2,6,25170.9,15640.47,181003710.7,97286433.7,5444259985,95047510.28,793327290.7,176124665.8,6606045885
2004,6,6,12390,7698.79,157599383.3,137238223.4,4785437889,84681101.79,753903210.6,88993059.23,5850253484
2015,4,5,3001.89,1865.29,10767405.62,18865210.07,1369258802,15680928.78,302283437.1,38914449.75,1745002828
2016,10,4,3118,1937.44,23391243.93,56842430.68,7299812071,68981387.71,1288748946,374884771.8,9089269608
2003,7,5,3265.451,2029.06,21691570.41,35812726.2,2114822398,31086825.57,439866473.6,84209415.12,2705797839
2007,9,1,644,400.16,0,82835066.96,10774557147,74675783.42,1665087106,1330789722,13927944825
2018,8,6,26247.067,16309.17,268744118.5,101546356.9,8257480608,107258023.9,1595380047,99679423.95,10161344459
2017,1,2,0,0,0,0,0,0,0,0,0
2016,7,4,3116.6,1936.57,42397098,82247178.13,8396840455,66494205.37,1640531660,480093189.7,10666206688
1994,8,1,336.866,209.32,0,8522757.099,2771575498,21056201.16,426794258.4,736120557.8,3964069273
2004,7,1,265.2,164.79,818.7186829,29572232.54,3922073238,25659075.62,595793297.8,689366134.3,5262463978
2008,3,4,7464.5,4638.23,21120519.98,56651230.17,6090889621,112023915.1,976345528.8,390033532.4,7625943828
2016,6,1,60.1,37.34,0,10823477.33,1115091181,6556421.054,242790955.6,161306641.5,1536568677
2000,9,4,4330.38,2690.77,60444615.36,156941496.5,12051424219,121809777.5,1450844805,532122105.3,14313142404
2019,4,5,3012.636,1871.97,7059972.709,16195389.86,1764267735,15509325.37,434096091.2,43414082.79,2273482624
2007,10,5,2506.51,1557.47,17698346.12,31579703.17,1930447181,34859266.65,374814386.6,58073176.35,2429773714
2006,8,2,3.5,2.17,0,282480.0043,39004421.68,621705.4899,6817826.705,1180655.286,47907089.16
2011,5,5,2001.5,1243.67,29030994.6,26200356.89,1764119172,35303868.46,306632806.5,39882403.14,2172138607
2007,11,6,13037.6,8101.19,64443900.34,35392796.36,3193053105,113849923.8,511107672.3,58036259.25,3911439757
1995,3,5,7348.4,4566.08,16251963.53,16885762.15,1834888004,41219900.78,306532351.1,82545434.66,2282071453
2011,2,4,3272.9,2033.69,29587597.49,69469283.45,6570132043,62738570.81,1109289111,464474965,8276103973
2001,8,1,361.8,224.81,0,11292874.61,3667179141,19242752.33,623523728.3,881145841.4,5202384338
2012,5,1,624.6,388.11,0,31167637.57,8215616580,35044258.35,1439487395,1164152238,10885468110
2005,9,6,38274.3,23782.55,369713231.9,228850656.4,11584787584,139303802,1887928278,218553614.1,14059423934
1998,5,4,3150.209,1957.45,49857519.59,67798684.43,7634094448,137530408.7,899671335.6,383937550.3,9123032427
1993,5,5,1939.9,1205.4,27668416.45,22626610.59,1924719637,40007605.58,225883962.7,60260578.22,2273498394
2004,2,5,2017.4,1253.55,12617667.65,21375591.28,1276433702,17383852.83,251533001.5,65032034.28,1631758182
2009,10,1,427,265.33,0,24565554.35,5715358414,27808619.85,932071906.6,985610020.9,7685414516
1997,6,6,12202.9,7582.53,155398721.5,91035229.26,4770715273,79002376.12,600327835.4,80171175.34,5621251889
1994,11,4,1304.129,810.35,12015531.17,16133950.23,2636497494,50278366.84,328273259.2,139981085.5,3171164156
2007,6,5,498.5,309.75,16311017.29,54494227.13,996856078.2,27952812.47,166189130.4,22162358.91,1267654607
2014,11,1,55.6,34.55,0,1824877.585,538668547.8,2359259.925,102464323.3,72485787.65,717802796.3
2009,11,2,2.4,1.49,0,145016.2302,27717468.73,187518.6411,3694852.064,707889.6743,32452745.34
2008,1,6,41445.7,25753.16,214985774.9,179086243.2,7381224374,122787092.6,1339045218,168577906.1,9190720835
2018,2,4,3326,2066.68,29591728.65,61214854.42,7047584906,50676376.4,1286837723,479463049,8925776909
2013,3,3,2802.86,1741.62,3576949.947,43279068.89,4541454665,61976287.27,866944177.4,525904147.1,6039558345
2017,5,2,23.5,14.6,0,899512.6772,237174235.5,722856.7286,45358607.63,12104248.7,296259461.2
1995,5,1,563.638,350.23,0,20309367.67,5714563322,42643884.09,796989982.3,1087665517,7662172073
2006,1,2,1.1,0.68,0,218544.9475,14161263.53,144449.229,1915511.538,945531.2227,17385300.47
2002,3,5,7336.6,4558.75,15149651.04,20914732.96,1819008863,42334019.33,382841083.1,86850915.65,2351949614
1996,1,3,999.129,620.83,3287194.658,31345722.23,3100842049,21448481.49,368875379,297081777.4,3819593409
2002,4,3,1546.6,961.01,1949350.17,26849163.08,2994037825,26711799.09,424419667.8,269687980.6,3741706436
2000,11,4,1319.8,820.09,11249808.74,23856188.86,2871849953,49059238.17,348077156.4,146240440.8,3439082977
2007,5,2,21.7,13.48,0,862953.166,207404122.1,1058341.784,30175237.55,13442101.88,252942756.5
2009,4,5,2989.6,1857.65,8976619.808,13695081.83,1056445841,21037635.56,242102150.3,38774831.01,1372055540
2018,1,6,41707.4728,25915.82,288136366.8,120523487.5,8600756783,99046155.25,1667664849,124745220.7,10612736495
2000,10,3,838.7,521.14,3328455.321,26632213.75,2854104135,20902001.69,395057076.5,343449531,3640144958
2010,10,5,2505.1,1556.6,20845536.28,25231267.21,1871402594,31016628.35,374719891,48561928.91,2350932310
2009,7,4,3146.2,1954.96,43336764.55,93271540.76,8117419612,74115314.07,1324826775,471783451.8,10081416693
2014,8,6,26368.9,16384.87,259824132.7,98481789.2,6901407135,104026595.5,1343109102,115038383.2,8562063004
1993,9,4,4269.653,2653.04,70320241.04,136959897.9,10889545315,111396965.5,1237829334,482946731.1,12858678243
2015,5,6,30386.38,18881.22,210933742.3,100090288.7,8642916214,110230750.7,1501655611,127669712.9,10482562577
2019,6,3,1.6,0.99,17228.75221,108747.2274,9981850.014,53357.73582,1933932.336,1051267.347,13129154.66
2013,8,5,1919.741164,1192.87,16489914.53,27055582.43,1464682208,18190135.32,287254252.2,43098225.91,1840280404
2004,3,1,386.49,240.15,204.6796707,11239470.14,2860715242,20892581.87,415628832.1,478285548,3786761675
2004,9,2,11.2,6.96,0,928722.6348,147284238.9,731161.2682,15974884.42,7716651.008,172635658.3
1997,2,5,2009.1,1248.4,13575717.81,17589154.34,1273894829,17075280.36,199069310.2,62936823.95,1570565398
2011,4,1,141.3,87.8,0,8188676.877,1611394268,7973579.297,258081148.3,169452032,2055089705
2014,9,1,644,400.16,0,68212765.78,10727976222,55813212.31,1869854832,1202379667,13924236698
2012,10,1,427,265.33,0,18374920.76,5811370497,23302152.27,980425890.8,1016088699,7849562160
2001,1,1,326.8,203.06,0,22408478.86,3650119411,28462033.6,433807571.3,587312904.5,4722110400
2000,7,3,1138.47,707.41,3868084.176,54907891.54,5166263723,35700275.93,773235364.6,766273647.3,6796380902
2002,9,6,38533.1,23943.36,379686529.4,201809099.1,11947101821,138003853.4,1667156073,223015634.6,14177086482
2002,8,5,1922.3,1194.46,14033404.75,22498340.69,1329039958,23586751.26,237433837.2,56060236.09,1668619123
1993,3,1,335.263,208.32,0,6084983.074,1907586876,23375146.02,233416866.1,315004578.3,2485468450
1996,5,5,1940.3,1205.65,27860420.15,22104658.79,1957360266,42854728.39,239821318.5,57975174.98,2320116147
2014,2,1,195.4,121.42,0,8928059.707,2969055574,13634691.28,589040121.6,616586023.3,4197244469
2017,10,5,2522.07,1567.14,19919366.15,32655066.02,2396641182,21362320.52,430004127.2,44234892.8,2924897589
2019,7,4,3171.7,1970.8,50299872,84520578.93,8812753991,54261816.37,1619177424,476059679.9,11046773490
2013,2,6,25354.67318,15754.66,223763293.8,88117116.07,5841587337,85224965.48,1041177514,132515759.2,7188622692
1995,7,1,248.014,154.11,0,22989722.52,3264717043,25778379.27,465678266.4,541640694,4320804105
2018,6,5,505.468,314.08,18647831.28,42756430.95,740423935.6,9147740.176,186313709.6,7683361.208,986325177.5
2018,11,4,1453.9,903.41,14316394.86,23323552.33,3413168518,35375771.32,572005156,135018637.3,4178891634
2011,6,5,516.3,320.81,18648700.52,40146148.53,932496748.3,21987268.87,162763677.5,16502753.61,1173896597
2014,1,3,736.5,457.64,962851.5911,26506417.74,3045335735,16336403.12,595294210.8,255752474,3939225240
1995,2,5,2009.6,1248.71,13796925.95,17569270.46,1257988969,16370024.06,181245277.6,61841346.54,1535014888
2002,5,1,615.8,382.64,0,33018952.75,7573483079,43796285.01,1048346006,1262412393,9961056715
1999,1,5,3286.4,2042.07,23743214.63,39665851.43,2004315423,31083472.52,336068609.3,73145331.27,2484278687
2012,6,1,60.1,37.34,0,9146843.909,1067021390,7875842.412,172179943.1,138411045.1,1394635064
2010,9,6,38589.5,23978.4,394549469.1,185724133.2,11251281044,133396915,1974501344,170718289.7,13715621726
1996,2,1,185.07,115,0,8398871.217,2338249610,23912885.62,343790470.5,536456661.8,3250808500
1997,9,2,10.596,6.58,0,1415570.568,132915356.8,751214.7807,12913987.94,7465668.62,155461798.7
2007,5,5,1984.4,1233.05,24039011.02,31976335.45,1801546270,44610674.8,310053515.9,52115142.75,2240301939
2002,4,6,25779.2,16018.45,63641357.96,60129730.77,3803021261,64933891.36,617689593.2,102704385.5,4648478862
1998,11,5,1340,832.64,5221382.128,7115942.894,746099653,19627251.85,104409001.4,21055784.22,898307633.4
2003,10,5,2505.6465,1556.94,19781213.46,30523660.04,1927356864,34612010.1,331214708.2,62205365.09,2385912607
1998,4,4,2602.643,1617.21,11092688.08,29231770.83,3665030934,50762848.71,439282007.5,202258527.1,4386566088
2011,3,6,41279.6,25649.95,141696532,51941275.37,5395635692,124588527.3,1004476915,121791824.5,6698434235
2004,10,1,427.5,265.64,68.22655691,21001657.94,5309744663,31425288.56,851907787.1,1109640201,7323719598
1997,8,1,354.217,220.1,0,9857694.191,3214322802,22311403.9,528560686.2,862711754,4637764340
1999,10,2,4.3,2.67,0,523001.9188,66427299.57,1189840.705,10404858.13,4676786.318,83221786.64
2019,10,1,440.8,273.9,0,17373716.56,6048737336,19894305.55,1204439284,1196094434,8486539076
2005,4,6,25938.3,16117.31,63834212.66,67290522.93,3765275877,63866055.72,704655720.4,102819200.8,4703907377
2019,5,6,30518.434,18963.28,249689515.4,95793088.55,10699289237,52925718.43,1877874533,115385271.4,12841267849
2012,1,4,4210.48,2616.27,40324847.74,103882758.8,7683814340,89764449.35,1376047068,361584980.5,9615093597
2015,7,1,261.9,162.74,0,24750194.07,4336570651,20131599.21,909980651.8,703527055.7,5994960152
1996,4,4,2584.139,1605.71,12130813.55,26510312.28,3604906195,51239718.17,419249273.6,190947658.2,4292853158
1997,3,4,7429.27,4616.33,23243426.51,40257109.73,5834113809,125236208,770136430.1,347346871.1,7117090428
2008,8,1,380,236.12,818.7186829,18147581.87,4144675979,20249460.15,813577652.6,963668300,5960318974
2015,11,4,1428.4,887.57,13132167.34,24082089.92,3290933444,46117683.97,576334272.7,135113643,4072581134
2003,6,5,514.5785,319.74,19446061.98,53554916.37,1087164629,28224067.47,158531716.3,27761823.59,1355237153
2010,8,5,1920.3,1193.22,16137314.65,20191820.27,1358601150,23425172.95,296655392.5,48054941.53,1746928477
2014,4,5,3004.1,1866.66,11789682.01,18641804.1,1304427428,16945716.72,283276369,37853224.47,1661144542
2018,8,3,272,169.01,540950.0797,8734663.656,1370491075,6386908.429,305226323.3,231034700.7,1921873671
2018,9,4,4603.4,2860.42,80393616,143766967.1,12835422590,85676551.77,2284782774,495966890.4,15845615774
2018,3,4,7397.2,4596.41,22782202.97,44968403.87,5905196577,107901292.8,1280009732,346689344.4,7684765350
1999,5,5,1940.6,1205.83,27083084.78,25217728.47,1955688156,46123762.23,266030134,57141916.21,2350201697
2006,10,2,4.3,2.67,0,331604.9894,57968140.12,715464.8105,9273554.318,4141807.78,72430572.02
1996,11,6,12773.9,7937.33,69441958.96,21790866.34,3345607278,101392865.7,383482338.1,62713751.69,3914987100
1996,10,3,840.809,522.45,3733815.766,20367100.51,2793767517,22125104.39,366761264.8,338843244.8,3541864232
2006,4,3,1546.6,961.01,1863537.938,27494614.58,3248233822,28772635.31,514928910.2,277982918.1,4097412901
1995,6,4,1374.706,854.2,94756398.88,150192031,5863279101,155649463.4,782235301.5,195465976.2,7146821873
2002,2,3,1106.9,687.8,3677456.467,36648985.24,4200164951,24162348.45,627890702.1,694994569.8,5583861557
2009,9,2,10.6,6.59,0,1240598.654,147815832.7,640030.9691,16692629.11,6851619.977,173240711.4
2006,11,5,1321.9,821.39,4487592.163,7277372.405,605205973.4,15636192.65,106604826.1,18155687.7,752880052.3
1993,2,1,178.609,110.98,0,8393286.333,1988311357,22677444.35,273561402.7,443718029.2,2736661520
1999,3,3,2837.27,1763,4401023.026,32971146.01,4512482746,49673365.67,648162867,530168049.2,5773458174
2005,6,1,60.1,37.34,0,11647701.8,953006135.7,8235942.098,153219150.2,136516496.5,1262625426
2006,5,1,611.5,379.97,0,34672759.21,7986164728,52502429.87,1296634567,1333223654,10703198139
2010,1,5,3258.1,2024.49,29146892.86,41988345.25,2202361444,30245490.54,468972555.2,66636729.36,2810204564
1993,8,6,25571.2,15889.21,172749890.6,69252440.75,5266356354,85455315.95,664667715.5,139313906.8,6225045733
2013,4,5,3004.978566,1867.21,9971763.901,17703874.47,1205221198,16314864.39,254733573.7,35886471.74,1529859982
2004,1,4,4105.24,2550.88,29524592.21,125351506.8,7883200933,76749968.76,1104819431,408053298.7,9598175138
2014,4,2,0,0,0,0,0,0,0,0,0
2006,4,6,26560.7,16504.05,64974296.86,62518921.8,3838709028,65547623.66,725099039,101502223.6,4793376836
2000,9,1,644.4,400.41,0,74245048.91,10248528187,91693172.12,1304316016,1219728549,12938510974
2015,10,1,434.5,269.99,0,18804483.25,5919891399,20929881.46,1055642190,1164332674,8179600628
1995,10,4,2674.411,1661.8,27421991.82,51830247.6,5720574021,88766468.82,697876887.1,333183952.6,6892231578
2008,11,1,55.6,34.55,0,2701385.036,510825854.1,2454859.744,97850982.76,78985680.25,692818761.9
2012,9,5,3080.33984,1914.03,31802579.49,44463489.49,2769188863,20172168.14,494052602.7,54541904.2,3382419028
2007,3,3,2806.96,1744.16,3545689.921,45213531.76,4743825936,53232183.11,789564699.9,559930011.5,6191766362
2008,10,6,26341.6,16367.91,167476082.3,95377755.92,7099715054,156086301.8,1220546009,138891210,8710616330
2001,6,6,12345.4,7671.08,167726482,120135847.9,4920841580,76801540.35,649397659.3,88175926.72,5855352554
2013,5,4,3693.82,2295.23,53547780.96,73218716.47,8653091018,123396551.6,1336281734,380094965.2,10566082985
2012,8,4,3045.16,1892.17,37511450.52,69000434.85,6852274622,93062668.01,1139712092,326809401.5,8480859218
2015,2,5,2017.29,1253.49,17056046.26,29929532.82,1651315545,12274540.86,332091024.6,55271625.01,2080882269
2006,3,6,41438.6,25748.75,121726149.6,56614811.26,5516271215,151021784.2,988296098.9,164176332.6,6876380242
2006,8,5,1900,1180.61,13982267.68,22837808.8,1334474523,23811731.01,273256907.6,55967711.73,1710348682
1997,6,3,325.64,202.34,11350933.05,81441338.83,3166504778,34558726.41,421254262.6,185390802.7,3889149908
2006,9,6,38452.2,23893.09,369073484,206179871.5,11639151801,140110486.8,1911791521,212335081.7,14109568761
2010,2,3,550.9,342.31,1383959.241,18803665.34,3018965027,13213577.71,548025950.3,516810787.2,4115819007
1993,4,4,2581.176,1603.87,12769476.26,27265526.2,3375389997,47264837.1,384715596.5,176294660.4,4010930618
1998,5,1,595.248,369.87,0,26820037.23,6683506212,50321586.93,972749186,1243128071,8976525093
1993,5,2,38.642,24.01,0,1290482.333,246615962.8,1857480.439,31782901.6,18841777.15,300388604.3
2018,4,4,2675.6,1662.54,16480565.37,34709578.86,4060704814,41039007.86,743332666.6,145912588.7,5025698656
2001,9,5,3089.7,1919.85,27669766.24,40169379.96,2621790308,29746512.23,428513543.1,80867730.84,3201087474
2005,2,6,24807.4,15414.6,184464757.7,113645470.7,5524350419,100305373.9,930999871.5,181445565.6,6850746700
2010,10,2,3.2,1.99,0,266036.9691,47397264.35,669220.1916,6699595.612,2408711.873,57440829
2018,1,3,745.3,463.11,818601.5693,28590171.11,3493379350,15222465.73,742498023.4,291325826.3,4571015837
2009,11,5,1338.1,831.46,4698412.51,7015174.024,587202977.5,14748491.26,105318091.4,15129725.98,729414460.1
1994,5,6,29537.7,18353.88,166495789.6,70593981.15,6950331315,100295524.1,781584297.7,150907450.5,8053712569
2014,9,4,4559.68,2833.25,67627792.51,144435882.3,12194920319,107174254.9,2143459976,486182534.1,15076172966
2017,7,5,3319.84,2062.85,20927789.97,54924116.48,3138690609,15646990.4,669097255.8,70892113.1,3949251085
2019,10,4,3166,1967.26,28905240.74,57082490.33,7616097943,56377163.41,1232091777,386142028,9347791402
2004,9,5,3090,1920.04,26344833.39,41426494.93,2629620379,29897430.44,467668642.5,77739518.67,3246352465
2000,11,1,55.6,34.55,0,1917279.96,431418101.7,3086592.177,67607582.84,81943756.34,585973313
2009,1,1,326.8,203.06,0,25965843.23,4234477710,26318744.78,610686955.4,528048070.8,5425497324
2006,2,3,550.82,342.26,1318028.339,19086580.81,3014224547,14477382.59,494608684.4,575946913.5,4118344109
2013,10,2,3.2,1.99,0,203058.3555,48749443.4,631675.3397,7506974.163,2633396.216,59724547.48
2012,11,5,1340.8,833.13,5052390.796,7703238.008,647443980.1,12344127.67,112477852.5,13294698.28,793263896.6
2002,11,5,1339.1,832.08,4997447.522,7977518.393,673476925,16574076.94,102060050.9,20399397.97,820487969.2
1996,2,4,2574.057,1599.44,26626893.32,47917178.68,4813792146,53891030.76,634723591.1,364138598.7,5914462545
2009,6,6,12511.4,7774.22,161973658.5,133861304.9,4385620347,75566308.33,723455757.6,64001821.31,5382505539
2018,2,1,199.9,124.21,0,8496130.788,2964319698,12094013.3,699263014.5,680188458.9,4364361315
2013,3,6,41417.07015,25735.37,156312091.2,46816390.7,5418434714,119669891.4,1035243335,115776555.7,6735940886
2003,3,6,41473.322,25770.33,113844523,55471049.07,5218881109,150875139.2,842855846.9,163568509.9,6431651654
2003,9,1,643.8,400.04,272.1605822,83381633.45,10562776750,78348204.92,1388081838,1237074084,13349662511
1996,5,2,24.027,14.93,0,690086.7683,162729849.6,1085813.847,22198782.24,13272753.99,199977286.4
2000,10,6,25849,16061.82,153737117.6,78722580.63,6943738289,146844323,945913556.7,144822033.9,8260040783
1998,2,3,1220.239,758.22,5534853.332,31799614.63,4160982394,26498950.5,608329641.1,733303332.9,5560913933
2019,7,1,265,164.66,0,22783138.02,4440565388,19451914.72,1036522779,771784132.6,6291107352
2004,8,4,2900.02,1801.99,32627424.58,76833666.82,6884089311,91574869.55,957701878.5,369241844,8379441570
2007,1,5,3295.5,2047.73,23938046.15,51867290.26,2235449724,34980112.63,466063572.1,78601663.4,2866962362
2005,5,4,3675.48,2283.84,34451717.19,84518813.35,9062903717,128237090.3,1177472649,482477913.5,10935610183
2008,7,3,769.15,477.93,1166096.472,37967728.69,4526587484,23934947.32,850993237.4,690077653.1,6129561050
1997,1,6,40606.3,25231.59,166625656.2,109952875.2,5964098415,101159230.1,799163510.1,141330256.3,7115704287
1994,3,4,7419.724,4610.4,25179379.3,38604162.32,5503807678,113794428,681233993.5,341290088.4,6678730350
2010,4,6,26534.9,16488.02,72729218.56,55059464.73,3770964809,62777531.2,759717133.2,84180826.7,4732699765
2014,8,3,278.82,173.25,636391.7087,9504393.364,1455363464,9261760.285,284633657.7,252972624.3,2011735900
2015,5,3,289.5,179.89,1043715.547,7018366.759,1032817221,8366574.91,201801737.8,106051461.2,1356055362
2000,7,4,2755.43,1712.14,40878769.39,91258414.31,6819939018,70035911.55,931016839.2,412781960.8,8325032144
1994,7,4,2724.138,1692.7,43880869.47,71846730.72,6329243234,62150219.59,817651223.7,391900809.9,7672792218
2009,5,4,3665.3,2277.51,51102957.48,80463300.89,8940485649,116792520.1,1239504546,414562596.6,10791808612
2014,2,2,0,0,0,0,0,0,0,0,0
2005,10,4,2976.47,1849.49,17970586.34,64405202.83,6762199182,80965251.18,965936893.2,369822197.9,8243328727
2013,2,5,2013.057425,1250.86,16048472.93,28126282.04,1464997829,12750671.51,283035361.5,51438397.89,1840348542
1997,5,2,24.092,14.97,0,764953.9191,166644973.4,1075774.353,23453870.65,13846085.73,205785658
2017,10,6,26664.93,16568.82,162951209,70130143.34,8095581816,113856605.9,1537424116,102918421.5,9919911102
2018,6,6,12494.8605,7763.95,214030463.1,201382565.8,6896208555,77203755.2,1503290016,52875063.77,8730959955
1994,6,1,66.386,41.25,0,16214916.76,1020972409,11221756.82,146418282.2,116861688.4,1311689053
2011,3,1,409.61,254.52,0,16720908.86,3026880513,37719617.34,534186317.1,466790180.6,4082297537
2017,3,1,461.3,286.64,0,15760292.32,3621921070,28900620.43,782841448.4,554925639.5,5004349071
1997,8,6,25805.1,16034.55,180062808.2,70368423.41,5477825126,97237135.13,756887278.3,134398860.7,6536716824
1997,9,1,630.894,392.02,0,65650382.39,9374976787,92435559.46,1195526053,1038999351,11767588133
1999,1,6,40764,25329.58,167301708,127643934.4,6145191457,107046722.1,882276256.7,148870595.7,7411028966
2011,6,6,12510.8,7773.85,162183857.1,136075519,5086802078,79604718.24,885922068.8,65690286.99,6254094671
2002,5,2,24.1,14.98,0,964423.7031,196452856.6,1116810.949,25985778.99,14094221.31,238614091.5
1998,10,5,2506.8,1557.65,19781351.9,24661601.25,2055000671,35823291.97,309445339.2,61892298.97,2486823202
2012,6,6,12523.67633,7781.85,165609750.7,138531027.3,5365415049,74050725.96,922568579,62964437.85,6563529819
1994,10,1,355.396,220.83,0,15227605.78,3993143680,36943631.07,535315029,892876191.2,5473506137
2016,9,3,672.2,417.69,2112840.571,55462203.79,5359246009,25618463.82,1068160021,472751535.5,6981238232
1998,11,6,12833.4,7974.31,68317277.1,23526977.45,3418642006,111960525.5,426054964,61200091.47,4041384564
2004,11,1,55.6,34.55,0,1868725.394,475813872.7,2640140.33,79661850.92,80800620.38,640785209.8
1994,11,2,3.848,2.39,0,238348.6688,47724544.91,444185.954,5523046.036,1565232.791,55495358.36
1997,4,1,138.338,85.96,0,5697940.279,1212416411,12076674.1,161158844.8,210882818.1,1602232689
2015,4,3,1547.5,961.57,2523215.045,31159519.8,3312027667,27124602.46,674516622.6,253547157.5,4298375569
2016,10,2,3.2,1.99,0,280783.9325,51871336.51,457194.1064,7965203.651,3625908.559,64200426.75
2000,5,6,29970.9,18623.05,178623646.5,85404021.64,7375953542,117737705.3,947564249.4,168021632.2,8694681151
2012,1,3,736.5,457.64,1381159.296,25525820.69,3049296292,16382028.26,558012711.5,253539797.2,3902756649
2008,8,4,2950.3,1833.23,35212067.15,74765458.35,6885891043,90047774.99,1090309025,366876893.2,8507890194
1993,1,6,40291.5,25035.98,161350836.1,108633704.2,5709405199,89344478.25,696509882.3,144397344.5,6748290608
2007,11,4,1416.41,880.12,8381799.758,28385611.62,3249529486,42552186.82,494079660.9,148163883,3962710828
2009,9,3,669.3,415.88,1643668.476,54134667.6,4855142231,23458790.66,804208166.2,417627351.6,6154571207
2003,2,4,3165.86,1967.17,26549895.3,91279858.28,6498701450,61338449.77,953612509.5,508792877.5,8113725145
2018,8,4,3144.9,1954.15,42131867.78,66195435.09,7314112733,69351654.13,1258141012,350767861.9,9058568697
2007,10,3,505.18,313.9,1050898.192,16683856.47,2167904425,11454953.14,380534962.3,278714168.2,2855292366
2014,6,3,0,0,0,0,0,0,0,0,0
2006,4,4,2627.04,1632.37,9902531.031,34251953.59,4017214659,52007753.07,546067119.9,173475377.4,4823016863
2008,3,5,7319.1,4547.88,16326420.13,21043464.64,1887231292,41214134.52,470231791.5,88705323.45,2508426006
2019,3,5,7335.559,4558.11,17786398.86,26279550.3,2124529019,27655928.5,523662926.6,51624951.96,2753752376
2013,7,1,266.8,165.78,2354.251199,23426715.47,4170502738,19637743.41,772620957,629892200.3,5616080354
1999,3,4,7495.31,4657.37,24301245.72,47564294.52,5901188321,123946763.4,833193601.2,354005394.7,7259898375
