year,region_id,road_category_id,total_link_length_km,total_link_length_miles,pedal_cycles,two_wheeled_motor_vehicles,cars_and_taxis,buses_and_coaches,lgvs,all_hgvs,all_motor_vehicles
1998,7,4,2740.958,1703.15,39848218.28,80836327.1,6773861260,66077544.02,946884294.5,404729524.6,8272388950
2007,2,6,25124.1,15611.39,175802601.3,119764795.6,5777976256,112627380.9,1008456851,177161452.1,7195986736
2004,3,3,2804.07,1742.37,3553020.759,45183710.48,4836985337,47189118.68,679301618.7,528083247.7,6136743032
2011,10,5,2503.4,1555.54,21335647.93,26969697.45,1911846434,27703815.21,365835468.9,44121630.15,2376477046
2016,9,2,10.6,6.59,0,1092513.43,149060081.7,588532.3188,22409235.31,6864513.42,180014876.2
2016,8,1,411.9,255.94,0,16197151.2,4892008891,15660579.7,1115053294,1070091831,7109011747
2002,5,3,677.83,421.18,3705674.983,18975704.85,2026240402,17567350.95,262011251.4,214887068.5,2539681777
1999,6,4,1390.7,864.14,96439949.45,181321469.5,5936241433,163460761.7,776484481.3,229696885.8,7287205031
1998,3,6,41042.6,25502.69,98227600.81,38120501.27,4798524119,132011552.5,687237781.4,136497231.2,5792391185
1994,7,3,1131.749,703.24,4561592.177,41601663.78,4551556063,28090249.82,616656844.7,650978731.7,5888883553
1996,5,3,827.343,514.09,5803138.422,16849551.12,2321632899,20247819.61,302670529.1,245022058.1,2906422857
1998,10,4,2678.916,1664.6,24761097.69,54364173.23,5870467844,86367421.14,781512486.5,327291223,7120003148
2001,1,3,999.5,621.06,2061165.295,38697609.09,3439999014,22460643.59,459808863.7,326722897.7,4287689028
2019,7,6,32494.39,20191.08,415972405.7,122843466.1,8944188735,104980745.5,1920833045,107514750.9,11200360742
1993,10,2,6.895,4.28,0,710829.3814,118920302.9,1717504.151,16947930.34,8115695.588,146412262.4
2009,5,3,342.5,212.82,1237423.447,9495864.153,1228638194,9527003.86,190726597.9,138153066.1,1576540726
2006,2,5,2002.8,1244.48,13627455.27,22875269.57,1300612725,16847461.2,266892702.8,65795593.45,1673023752
2014,2,3,589.02,366,1438253.963,21045186.45,3481865113,14870712.76,642852688,571389356,4732023056
1998,4,6,25578.4,15893.68,56293744.53,45391786.96,3548770182,60880085.3,539693813.1,90466053.25,4285201921
2006,7,1,265,164.66,0,31077608.64,3819992021,28383060.12,649010816.8,652884773.2,5181348280
2017,3,2,0,0,0,0,0,0,0,0,0
2000,7,5,3267.3,2030.21,21804656.94,32660819.3,2122603755,29742749.29,413355244.8,87054412.74,2685416982
2017,4,6,26518.61,16477.9,77716670.33,75758028.97,4182233855,51776828.94,955721765.6,81379464.61,5346869943
2018,11,6,13156.2277,8174.9,70344502.39,37495970.05,3475574650,104444070.1,670524174.9,38548858.36,4326587723
1999,3,5,7341.6,4561.86,15750516.98,19068639.15,1845171697,43859485.6,365652091.8,87146688.34,2360898602
2018,3,6,41176.2122,25585.71,150619393.6,53828038.32,5924547487,88598044.03,1257400783,97213548.68,7421587901
2007,6,4,1720.1,1068.82,175383159.5,313967123.9,8557953790,261405862,1557319544,410983344.8,11101629664
1993,2,3,1219.231,757.6,5849126.725,30663650.53,3757477376,25530058.83,492765764.8,630265835,4936702686
2006,10,4,2984.89,1854.72,23226669.44,61634769.14,6808900876,80523779.5,989156246.1,362717847.3,8302933518
2001,8,3,682.85,424.3,3040773.756,20285423.13,2523225651,20652034.62,353702560.8,409419763.6,3327285433
2014,1,5,3284.12,2040.66,34416219,57875191.89,2481305071,22938893.1,480378322.3,58974131.49,3101471610
2008,9,4,4559.49,2833.14,69091374,154822532.1,12647272691,108557144.1,1876134286,536593264.4,15323379918
2002,7,1,265.3,164.85,521.6411159,30498450.92,3789073468,23592602.95,543791902.8,650036499.3,5036992924
2008,8,3,377.67,234.67,755336.2115,12596716.96,1691188917,11571431.01,312864573,324703816,2352925454
2016,6,3,1.3,0.81,12360.37168,85941.81729,8394662.324,47505.61906,1468478.913,840686.5897,10837275.26
2015,10,3,439.1,272.84,917476.2642,13822014.5,2076673317,10343881.86,385264483,253112570.5,2739216267
2016,4,2,0,0,0,0,0,0,0,0,0
1996,11,4,1303.207,809.78,12220121.37,16789806.28,2767985135,51627994.39,339490498.6,141094923.1,3316988357
1999,9,3,857,532.52,4221690.328,62846916.51,5310251656,41522070.48,688172119.8,478946353.3,6581739116
1999,8,2,3.5,2.17,0,277694.514,45931566.53,554686.2573,6289631.055,2808198.869,55861777.22
1995,6,6,12131.9,7538.41,155928751.1,84915965.76,4686731364,72998066.29,563269878.9,78364849.28,5486280124
2006,4,5,2971.2,1846.22,8039343.36,13912744.45,1046225024,21209358.24,236320542.3,44375153.59,1362042823
2017,11,2,2.8,1.74,2006.515698,140237.8963,35831390.82,220227.8966,5276469.204,880236.4783,42348562.3
1993,1,5,3290.2,2044.44,24358993.48,35915876.28,1955830450,27873468.94,272317167.7,71779557.38,2363716521
2013,2,4,3274.01,2034.38,27058191.67,67488484.79,6453191235,62755629.92,1135915570,454442347,8173793267
2005,11,6,12683.7,7881.29,71712732.13,34415989.32,3235547559,108263806,500407689.7,63438700.58,3942073744
2005,4,4,2625.49,1631.4,8096013.003,34914469.56,3912554561,46800316.4,532871486.6,168854492.1,4695995326
1997,10,1,373.701,232.21,0,18079349.72,4651410795,37591966.04,662017834,1010112742,6379212687
2009,3,4,7481.7,4648.91,23399391.62,58683105.97,6170710783,114924024.3,976318118.4,370289894.5,7690925926
2018,9,6,39215.4549,24367.35,444583063,148039240.4,12253090005,107315330.9,2423973981,117444201.1,15049862758
2002,2,5,2008,1247.71,13194956.41,22072796.32,1260623131,17250258.25,228169903.6,64572158.68,1592688248
2001,3,4,7482.01,4649.11,22864656.66,52045514.2,5887701477,124129475.7,805976935.9,335083126.4,7204936529
1996,11,1,53.124,33.01,0,1524746.108,405362080.5,2805671.752,55473623.41,78282720.16,543448841.9
2008,11,3,341,211.89,189442.4063,11561308.46,1867648847,9647780.959,321287816.9,196976232.9,2407121986
2010,2,5,2009.7,1248.77,15722998.53,20359176.64,1338472821,16530466.55,292055598.5,56876685.55,1724294749
1997,6,1,69.806,43.38,0,19531977.63,1170782329,13193013.43,181378791,140923353.9,1525809465
1995,10,6,25562.1,15883.55,149569638.3,63282927.7,6554673830,134130428.3,782224931.4,129782694.1,7664094811
2010,7,1,265,164.66,0,26652685.81,3702077769,21584488.77,674427961.6,642407543.4,5067150448
1998,5,3,824.456,512.29,6607321.368,20070491.45,2370203404,23073358.46,315871445.8,255991682.3,2985210382
1993,4,6,25331.9,15740.51,57196596.87,43250541.84,3369880523,53395047.92,442805267.2,92914877.12,4002246257
2003,6,4,1719.11,1068.21,132458164.9,301145142.2,8936295433,231029475.1,1348793585,406373702,11223637337
2014,11,6,13070.57,8121.68,80721003.09,24896541.79,3221662544,87683780.26,557857241.6,43080914.1,3935181022
2019,10,6,26716.951,16601.14,170151562.4,65550770.88,8266546232,64124247.18,1680714611,91300746.39,10168236608
1996,7,6,31534.7,19594.75,300192500.8,100025849,7495018467,122876153.3,948563514.1,154994830.2,8821478814
2016,1,1,326.8,203.06,0,22119955.12,4432600155,19027278.02,785500092.1,562622494.8,5821869975
2012,9,3,673.3,418.37,1692148.589,47217301.45,4865340588,23731128.73,862263948.8,407645112.5,6206198079
2015,7,3,779.8,484.55,874619.4307,35934699.99,4874433020,21144444.83,1012229935,696142407.5,6639884508
1995,11,1,52.212,32.44,0,1368919.262,381232577.4,2777048.909,53558413.86,78043100.79,516980060.2
1993,5,4,3128.239,1943.8,52012943.16,67200446.89,7143521017,134590057.8,803939035.4,348768761.1,8498019318
2008,4,4,2617.54,1626.46,10373836.61,36232866.07,3951020820,49085066.47,578602529.7,169957756.8,4784899039
2013,4,3,1563.8,971.7,2165367.879,27499044.94,3243678861,30472777.92,617241373.2,249826493.2,4168718550
2013,5,2,21.7,13.48,0,883436.7259,203181055.1,1076341.808,32818255.75,12387249.99,250346339.4
2012,8,2,3.5,2.17,0,195005.7962,33993670.54,430583.964,5871879.178,823308.3038,41314447.78
2017,5,1,630.2,391.59,0,29725394.9,8487753908,29140999.99,1806246337,1266284968,11619151607
2006,3,4,7518.5,4671.78,20994866.48,55169948.31,6263572758,109332256.1,941650607.4,390993989.2,7760719559
1995,8,4,2573.884,1599.34,39556331.65,56206030.53,5528644676,93400072.95,686197053,336627563.8,6701075397
1993,3,6,40619.5,25239.79,100100413.6,36215377.2,4559233452,112692500.8,567823908.4,140159593,5416124831
2018,1,5,3287.4294,2042.71,30783261.78,55542904.13,2705165493,18152599.91,618984502.3,58486644.87,3456332144
1998,2,5,2008.8,1248.21,12882888.93,18176971.49,1267873742,16807469.38,209830216.5,62689518.21,1575377918
2010,10,4,3089.6,1919.79,24119891.4,59431048.61,7004920163,81909720.98,1079220334,346510521.4,8571991787
2011,6,4,1712.9,1064.35,178207279.2,244903359.7,8182328278,260093412.9,1267768694,411173743.8,10366267488
2000,11,3,437.5,271.85,727522.5185,13487321.42,1843854244,13493166.16,241462381.4,210837458.6,2323134571
2009,1,3,735.8,457.2,1399200.233,31961495.49,3128745806,17750313.17,517545076.4,253764749.5,3949767440
2014,8,5,1910.84,1187.34,19028753.42,28134664.11,1558211253,18773089.16,313496939.1,44683895.64,1963299841
2004,8,2,3.5,2.17,0,270245.3919,39273844.25,361532.5251,7160058.757,1271379.146,48337060.07
2004,9,3,669.3,415.88,1350271.788,57072856.64,4882834086,29437052.99,720105086.4,463077771.2,6152526853
2015,5,5,2010.38,1249.19,29693242.54,30370913.9,1930042341,27942811.72,337912245.9,37944276.09,2364212589
2014,9,6,38877.82,24157.56,466592834.7,173546115.5,12058337409,117727938.6,2141342472,148065979.2,14639019915
2002,10,4,2816.99,1750.4,21756097.36,66035866.57,6262228215,87584895.09,824316685,348962554.4,7589128216
2005,5,2,26,16.16,0,1049609.965,236977317.8,1025682.514,36226977.58,18489025.03,293768612.9
1997,1,4,3887.615,2415.65,34818467.65,107292990.2,7035228582,88275294.16,866423538.4,398077316.6,8495297721
1998,7,1,261.922,162.75,0,31329099.93,3644267976,29558076.46,569239108,608582584.6,4882976845
2013,8,6,26384.11508,16394.33,232420978,92880620.71,6510846892,99906425.3,1233096663,109876348.7,8046606950
1994,9,1,599.993,372.82,0,53593369.1,8071576003,79292397.4,959926073,865531104,10029918946
2017,2,3,590.1,366.67,1752597.113,20904248.24,3825220064,12536011.46,798594086,639628065.1,5296882475
2014,3,4,7480.19,4647.97,23132281.11,51044868.77,6033068123,125627014.9,1088146196,342923993.5,7640810196
2008,2,1,195.4,121.42,0,13717472.34,2896812003,14498279.8,512681298.1,633070287.1,4070779341
2010,4,5,2995.9,1861.57,9608939.735,12320529.94,1079919896,20866666.96,259032155,38788545.89,1410927794
2004,4,3,1546.6,961.01,1840006.562,28131073.88,3146163494,24911958.44,467662968.8,275432575.2,3942302071
2016,4,5,3002.56,1865.7,7161760.186,17581683.14,1433623348,14570733.18,320763669.8,36435998.89,1822975433
2012,6,4,1713.26,1064.57,177209849.4,242691520.6,7922524692,262200850.1,1264481711,436720887.4,10128619661
2017,10,4,3123.7,1940.98,23883781.09,56478073.14,7342263980,62963572.13,1277725790,378019529.4,9117450944
2000,2,6,25065.9,15575.23,165060597.1,81011393.38,5114860162,90945382.37,731247464,168118360.2,6186182762
2003,9,3,811.7,504.37,2200939.948,66402487.29,5407748984,35318074.63,745226749.5,495635310.4,6750331606
2011,3,3,2806,1743.57,3828482.91,44590404.23,4599958618,58461975.5,823041996,524525383,6050578376
2015,8,6,26350.17,16373.24,239481461.6,102823324,7129764881,96712374.13,1413759583,115487439.3,8858547601
2019,7,3,793.7,493.18,924239.474,39566982.27,5540123639,18755959.39,1204962772,762654450.4,7566063802
2017,11,5,1342.73,834.33,4274748.099,8788554.84,837967204.3,11041601.73,139184656.6,14522030.82,1011504048
2005,11,3,347.5,215.93,251884.6188,10803754.51,1882610317,10405810.38,280380353.4,192285352.3,2376485588
2014,1,2,0,0,0,0,0,0,0,0,0
2016,9,5,3078.61,1912.96,27062111.55,52033024.18,3327606034,17848847.24,619232714.7,54865162.68,4071585783
2018,4,1,141.8,88.11,0,7927043.781,1775656709,6884426.976,355386551,191837610.1,2337692341
2010,9,5,3081.3,1914.63,30431464.2,37879694.53,2633325745,27072592.72,519166672.1,64707749.46,3282152453
2007,6,1,60.1,37.34,0,12870904.85,1000126273,8992956.758,169331192.7,136991144.5,1328312471
2006,3,1,407.04,252.92,82736.81699,12700870.26,2973557506,28098854.16,478416878.4,504300762.7,3997074871
2003,5,4,3416.78,2123.09,45847330.25,98255969.05,8295950082,129579227.6,1009321077,414249979.4,9947356335
1996,8,4,2561.532,1591.66,39205620.43,53233759.22,5657817155,94537522.12,699083882,335148272.2,6839820591
1998,6,3,322.229,200.22,10234774.54,82040336.31,3167155152,34318427.88,418359057.5,198988223.8,3900861197
2002,8,4,2648.41,1645.65,33782868.95,70953148.3,6041769350,93600755.28,784377559.6,303959432.3,7294660246
1997,3,5,7345.1,4564.03,16006521.91,16868985.13,1857912914,43134966.79,336916159.6,84232457.45,2339065483
1997,5,4,3139.521,1950.81,48872665.51,66593512.01,7594092791,141379807.5,873445788.5,382332067,9057843966
2005,7,5,3236.9,2011.32,21811499.33,38633665.09,2157564011,27278272.38,482032653.5,85830346.86,2791338949
2006,7,4,3093.71,1922.34,44496436.25,92620909.14,8034742684,75908503.03,1231582334,535855829.5,9970710260
2017,8,2,3.5,2.17,0,188298.6509,35776990.76,208104.1474,5910823.829,972386.5215,43056603.91
2003,4,3,1546.6,961.01,2011561.543,29609402.09,3063954677,27527949.71,447710943.6,265970026.7,3834772999
2017,6,4,1716.5,1066.58,215594878.9,261775865.9,7923956204,247397145.7,1565552730,386489597.5,10385171543
2008,5,2,21.3,13.24,0,904411.2384,202277299.9,1362097.724,30877201.89,13087672.99,248508683.8
2019,11,1,55.6,34.55,0,1789807.581,540524118.1,1618760.745,118207866.3,77409163.45,739549716.2
2004,10,2,4.3,2.67,0,305541.264,61947030.09,574967.9372,9802177.657,4887113.756,77516830.71
2001,7,6,31864.1,19799.43,324476749.1,129856824.8,7883456938,131830073.6,1168255345,168254527.6,9481653709
2002,1,4,3925.9,2439.44,30449500.57,119725404.2,7412090513,84821945.81,968904432.4,385628715.2,8971171011
1995,7,6,31469.7,19554.37,306324813.1,99554228.31,7398505851,120081225.6,915906729.7,149749836,8683797870
2012,2,3,589.02,366,1920719.781,19044983.98,3452933154,13379895.14,589064222.7,536712636.4,4611134892
1998,8,1,358.814,222.96,0,10675984.75,3399872754,22650798.09,557434924.4,880740901.9,4871375364
2015,4,1,141.8,88.11,0,8536731.389,1758161014,8198031.402,327584353.5,185424311.9,2287904443
2011,8,2,3.5,2.17,0,210039.9293,34068540.04,472516.1308,6052511.147,881119.8849,41684727.13
2008,9,1,644,400.16,0,83529227.81,10681224559,71132667.1,1644733764,1285346737,13765966954
1997,4,3,1530.945,951.29,2598069.151,21191660.08,2767044550,27500150.99,405574370.1,279304118.9,3500614850
2011,1,5,3279.1,2037.54,29959895.2,45497235.2,2245332508,25803221.09,454785748.8,60670555.61,2832089268
2018,3,3,2918.3,1813.35,4400288.193,51958017.57,4860301764,59297443.34,1084452922,538527985.9,6594538132
1993,2,6,24702.7,15349.55,152875333.1,66638332.14,4714706116,77111543.59,560190984.6,156346933.9,5574993911
2006,10,1,426.1,264.77,0,21229954.25,5684666344,36251472.03,952619191.4,1104828263,7799595224
2009,5,6,30350,18858.62,196659128.6,105125910.6,7230731291,119552259.6,1139919134,136427765.6,8731756361
2008,8,6,26470.3,16447.88,210666826.2,104483440.3,6081231329,108111892.5,1138881768,144833999.8,7577542429
2006,11,2,2.4,1.49,0,229476.7309,27160718.9,176768.2981,3612478.128,813397.26,31992839.32
2012,1,5,3283.6,2040.33,30724320.81,49367422.04,2279514201,22065872.31,439372320.7,55029552.23,2845349368
2013,7,3,773.89,480.87,881409.4062,30719583.84,4647811355,21831466.95,879998547.7,631436880.4,6211797834
1996,10,6,25619.3,15919.09,146657271.5,64138555.83,6637547348,137084426.9,801959059.1,135024581.4,7775753972
1995,6,3,332.211,206.43,11329008.59,73822781.21,3153410848,34953513.98,434597527.9,184262345.4,3881047016
2019,9,1,648.9,403.21,0,64262424.55,10903476125,49666335.86,2244736534,1302418178,14564559598
1999,8,5,1922.9,1194.83,14357402.77,20558687.27,1364893398,25480568.48,230761726.5,56752937.84,1698447318
1993,8,5,1923.5,1195.21,14742652.91,18608203.09,1335843052,22445791.58,189426872.1,56368930.45,1622692849
2013,9,4,4559.98,2833.44,70742022.68,141015547.8,12035466774,105128178.9,2004861637,480185920.7,14766658058
2008,4,1,141.3,87.8,409.3593414,10666790.07,1668198128,9273285.388,260923279.1,199121003,2148182485
2010,7,4,3103.4,1928.36,43072473.94,83900643.68,7894409417,75503763.96,1321820648,471327015.9,9846961488
2012,8,5,1920,1193.03,16900641.42,23842127.6,1425174708,18359715.66,284050230.8,41273099.38,1792699881
2019,9,4,4613.9,2866.94,88314384.55,145842194.2,12935619195,86255353.27,2246419457,490802132,15904938331
1999,5,4,3168.58,1968.86,48392103.24,72347892.06,7625961535,134994431.3,899332218,375612058.1,9108248134
2008,6,5,509.9,316.84,17841841.51,43494937.91,978376432,25202732.04,167225706,21566839.75,1235866648
2015,11,1,55.6,34.55,0,1903474.733,537689628.6,2185888.883,105686966.6,74485351.44,721951310.3
1996,6,6,12167.3,7560.41,151922149.6,87884255.95,4741465467,74495570.87,568994571.7,83136980.04,5555976845
1995,11,4,1309.772,813.85,12287258.66,16944440.09,2713751686,52363159.77,332926558.3,142573456,3258559300
2008,11,6,13040.5,8102.99,69654658.43,28909370.37,3094696697,100919952.6,504999655.3,55676156.6,3785201831
2001,3,1,386.49,240.15,0,8684610.624,2651071684,27076157.74,337473973.2,435009503.3,3459315929
1997,7,1,258.564,160.66,0,28564992.32,3586421665,27235532.61,546284384.8,590601543.9,4779108119
2015,1,6,41543.98,25814.23,260948455.8,160379450,8088507367,95243549.65,1547021008,132215416.9,10023366792
2009,1,6,41394.5,25721.35,224753977.5,183840806.5,7262711298,121486263.1,1282867858,147808292.3,8998714518
2011,8,5,1917.9,1191.73,16488247.45,21854305.75,1388095794,20645149.59,289376024.3,44345150.77,1764316424
2018,5,2,23.3,14.48,0,806662.2798,239378377.6,722007.4925,43113790.49,11706169.74,295727007.6
1996,3,5,7346.9,4565.15,15978560.21,16653369.32,1848956469,41964924.84,319785577.2,84564269.67,2311924610
2015,2,4,3283.2,2040.09,25891055.66,66870675.33,6677066508,65172508.18,1269259413,472524062.4,8550893167
2005,2,1,195.4,121.42,0,11912400.64,2997343751,15623559.66,495866329.4,684413125.2,4205159166
2001,9,4,4332.18,2691.89,60718335.55,163295864,12182673010,122227585.3,1480844650,522891297.9,14471932408
2006,9,5,3076.3,1911.52,27588985.48,43049742.78,2623660430,28368857.86,486341869.8,76891149.87,3258312051
1994,10,3,837.019,520.1,4139553.756,21080402.33,2623527557,21104043.64,342341480.1,324493377.4,3332546861
2007,8,2,3.5,2.17,0,243855.8817,39103261.33,678768.492,7058734.18,1115132.625,48199752.51
2004,9,6,38325.2,23814.18,352245935.5,203329452.3,11733350905,145509209.2,1853301210,220405221.4,14155895998
1993,4,3,1509.635,938.04,3091291.234,17907581.6,2488212900,24497498.98,340170616.7,253154930.2,3123943528
2013,10,3,439.08,272.83,1065159.083,12525058.6,2038902019,10485906.18,347492280.7,231293458.7,2640698723
1999,4,3,1519,943.86,2862891.34,23224619.47,2790241201,26837845.11,405658639.8,277533678.9,3523495985
2019,10,3,451.6,280.61,1608768.165,15441299.66,2351324164,8985643.972,458236225.8,291532784.5,3125520118
1994,5,5,1940.4,1205.71,27719990.26,22709874.33,1946587554,39363865.03,233596421.9,56666567.25,2298924282
2010,11,2,2.4,1.49,0,131771.0819,26743950.33,246985.7283,3613339.97,696096.0491,31432143.16
1994,3,1,338.535,210.36,0,6319201.488,1974638046,23859878.31,244767075.3,327497441.8,2577081643
2010,10,1,427,265.33,0,23993994.45,5638954819,29735153.89,954031387.3,1023683744,7670399099
2019,11,4,1454.1,903.54,15965321.72,24801587.49,3443704862,35132176.95,551430904,132067762.8,4187137293
2013,5,5,2005.11008,1245.92,28546194.54,28648383.79,1809365375,29928498.47,302707846.2,36791089.99,2207441194
2005,8,3,417.7,259.55,845897.7695,14379906.01,1925064918,13057334.85,327590287.4,371644362.9,2651736810
2017,7,4,3108.6,1931.59,41927403.54,80131503.12,8398503510,60520792.6,1646402993,481595883.6,10667154682
2016,5,6,30463.29,18929.01,211967188.6,106831852.6,9002000324,101594071.2,1566961042,118219991.7,10895607281
2015,9,1,644,400.16,0,68402634.28,11035306641,56724712.43,1983809909,1281956812,14426200709
2006,5,6,30286.6,18819.22,186678531.3,103551346.6,7378378257,124173726.4,1152730797,166089483.1,8924923611
2014,5,2,21.7,13.48,0,826994.3064,213797320.4,850982.4332,35262018.06,11205690.83,261943006
1996,8,1,345.682,214.8,0,8596802.175,3099918006,21969878.41,489011627.1,827377643.9,4446873957
2015,3,4,7480.19,4647.97,22192446.43,49342142.95,6076399864,131962402.9,1154111119,351995988.4,7763811518
1996,2,5,2009.3,1248.52,13509852.46,17353654.66,1267663098,16674495.94,188964571.9,63170459.52,1553826280
1995,8,1,339.762,211.12,0,8350572.656,2873380259,21041354.74,455415642,776594250.2,4134782078
1998,1,4,3907.464,2427.99,36343027.35,108118037.5,7114237368,88917814.34,877730138.5,432958088.5,8621961447
2008,2,4,3301.44,2051.42,25832355.16,75675416.41,6879138279,60050486.46,1123371171,554287856.1,8692523208
2018,1,2,0,0,0,0,0,0,0,0,0
1994,9,4,4277.026,2657.62,69257634.79,131805919.7,11096809508,112385885.8,1282498590,501187971,13124687875
2001,10,3,838.7,521.14,3052623.926,26246556.36,2968691005,20355527.47,408495392.5,349721764.9,3773510246
2010,6,1,60.1,37.34,0,10981906.29,1059955016,7098900.546,151937704.7,141823514.4,1371797042
2003,9,6,38623.5685,23999.57,378594009.6,223288266.5,11794287732,149443229.9,1753465586,229919929.8,14150404745
2001,11,4,1314.2,816.61,11032894.15,25123100.47,2923158087,50044188.19,359535426.9,145299754.4,3503160557
2010,9,2,10.6,6.59,0,1187640.741,146869643.8,653638.9983,16614949.94,7324498.988,172650372.4
2019,1,6,41756.498,25946.28,288986891,124018661.9,8831498603,101849649.4,1690964570,139316832.5,10887648317
2000,1,5,3286,2041.83,23763471.94,39786211.54,1984605119,30796286.87,343614967.9,74890144.54,2473692730
2008,5,5,1978,1229.07,26475576.1,27405626.66,1775283007,40044283.96,309730479.7,51088391.96,2203551790
2005,6,5,511.5,317.83,18599094.31,52857763.16,1039492757,27526214.3,168483900.1,25266146.9,1313626781
2003,4,6,25830.947,16050.61,64103892.37,63792134.99,3765727071,69166905.2,645990507.6,105719848.5,4650396468
1993,6,4,1371.723,852.35,94286798.84,146853481.3,5830708468,135851523.4,709638179.9,212466343.4,7035517996
2004,3,6,38695.6,24044.33,106717904.4,51307917.13,5233572177,148596190.8,895562982.3,159079814.4,6488119082
2007,2,3,546.92,339.84,1072811.655,19424522.6,3011939972,13296709.16,523545709.2,582460383.1,4150667296
2015,8,3,269.1,167.21,553997.082,8805715.729,1338633290,8561003.828,275525484.6,233728749.1,1865254243
2015,9,4,4560.7,2833.89,67587459.69,140360030.5,12369555356,107535403.8,2252252838,499715167.7,15369418796
1998,6,6,12238.2,7604.46,149893994.1,95385448.98,4843348594,83791283.9,626040175.4,78564930.8,5727130433
1994,1,3,991.224,615.92,3431076.886,30748248.98,2919326610,20197774.99,340813612.3,281380834.7,3592467081
1997,5,1,587.621,365.13,0,23825383.51,6389915116,49123782.11,916765103,1206412956,8586042341
2001,7,3,1138.47,707.41,3270200.777,56199027.06,5332041059,36248124.08,807965886.1,763161657.2,6995615753
1993,11,3,437.347,271.75,684552.8364,7859622.927,1558676296,10638961.59,204851601,179523433.8,1961549915
2019,2,4,3315.4,2060.09,33804950.97,63120457,7132004210,49948325.76,1257565164,477947918.8,8980586076
2018,10,5,2514.1,1562.19,18885362.74,30534704.16,2499350008,20440247.11,466865644.4,45390882.95,3062581487
2015,2,1,195.4,121.42,0,8506004.821,2905148886,12657306.7,588005533.9,637000108.6,4151317840
2002,8,1,361.8,224.81,0,13167922.77,3774283808,19908002.27,672010291.1,890568052.9,5369938077
2003,5,1,615.8,382.64,0,32942815.83,7661386978,41686155.97,1129181532,1268290199,10133487681
2000,5,5,1940.5,1205.77,26858641.13,25077084.55,1887936471,42151616.23,263058481.7,57664134.2,2275887788
2017,6,1,60.1,37.34,0,10197084.68,1118562385,7306256.907,252384746.7,170188343.1,1558638816
2007,8,5,1928.5,1198.31,13276581.79,25000666.4,1387312334,26523833.16,294642696.4,57635932.69,1791115462
2016,10,1,428.8,266.44,0,18574243.53,5940870801,20152527.72,1110403855,1169155762,8259157190
2013,6,5,517.2965677,321.43,17918224.73,35878941.19,909954552.8,17658978.54,156951515.9,14141083.9,1134585072
2006,6,6,12468.8,7747.75,159149304.1,129692536.3,4557643203,79793285.14,747361400.5,80180953.33,5594671379
1994,2,1,180.352,112.07,0,9027920.072,2060943939,23178132.83,285966623,463235853.9,2842352469
1998,8,4,2578.301,1602.08,37115337.06,56331208.87,5785321402,90388727.33,740703256.1,344375359.8,7017119954
2011,2,6,25247,15687.76,212726800.5,98560987.12,5689921965,86342442.35,995058338.8,137151415.7,7007035149
2000,3,3,2811.97,1747.28,4375489.628,35086170.96,4361421806,48217354.3,610696495.4,487876050.5,5543297877
2007,9,6,38417.3,23871.4,341345411.2,236923460.9,11788020231,152622733.8,1985336922,206381969.8,14369285318
2004,6,1,60.1,37.34,0,11497107.27,996508243.5,7871525.292,137882846.8,138730630,1292490353
2014,7,5,3238.94,2012.58,30485388.72,46365978.83,2576313607,20752347.24,543737792.7,64133535.98,3251303261
2005,10,5,2517.6,1564.36,19364977.33,31814091.58,1909893204,32589197.75,356823480.9,60926944.11,2392046919
2004,4,6,25878.5,16080.15,59792731.57,58817466.48,3764609447,66725815.05,680778332.2,101653234.5,4672584295
2002,1,1,326.8,203.06,0,21075367.04,3718504225,26252723.16,454730232.6,583100554.6,4803663102
2015,6,5,509.16,316.38,17769164.31,37654214.46,892281975.6,15585245.02,162216523.2,13563610.28,1121301569
2009,8,1,380,236.12,272.1605822,17331639.48,4114347208,19591570.23,792803095.5,879615041,5823688554
2008,3,6,41645,25877,127916004.5,56543022.21,5653580207,151423478.9,1055199784,160844139.8,7077590631
2010,5,1,614.7,381.96,0,35525801.2,8169191359,45257356.41,1192011549,1339163582,10781149647
2019,8,6,26257.068,16315.39,285962108.6,103962407.9,8375498799,102425498.2,1727252125,103827216.9,10412966047
2003,2,3,667.4,414.7,2386530.785,28964553.88,3346141192,16350750.06,520326943.2,567247654.3,4479031094
2019,3,4,7409.7,4604.17,27292376.41,49104313.78,6087591414,107479401.4,1273425183,354823823.4,7872424136
1998,9,5,3090.2,1920.16,28344468.31,36600005.97,2769552066,30551578.78,413600199.8,79273915.33,3329577766
2015,4,4,2641.19,1641.16,13803935.08,35800343.39,3929254395,49401852.39,681998154.2,141214853.9,4837669599
1997,11,2,2.399,1.49,0,137986.0365,30190294.31,252030.0197,3562199.256,857299.6202,34999809.24
2007,10,2,3.2,1.99,0,275403.8291,41914226.54,734198.5306,6898499.637,2455614.213,52277942.75
2012,2,6,25289.29612,15714.04,217700489.8,102859682,5763710327,75282833.81,972090444.9,125194380.2,7039137668
1993,7,5,3271.7,2032.94,22791273.96,30065666.51,2105991012,27035860.57,325494735.7,84600309.19,2573187585
2016,11,4,1429.3,888.13,13446349,24212385.58,3346226799,41279512.98,583562207.8,135055516.7,4130336422
2016,2,5,2017.14,1253.39,13475208.92,25694235.57,1712001024,11573465.87,356656930.1,51056865.47,2156982521
